year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,datetime,NO2_sat_flag,HCHO_sat_flag,ratio_sat_flag,O3_target_lag1,O3_target_lag24,O3_target_lag168,NO2_target_lag1,NO2_target_lag24,NO2_target_lag168
2019,7,10,18,35.94,42.01,15.01,19.49,-1.35,1.58,1.59,0.64,0.47,1.36,3.12,42.5,2019-07-10 18:00:00,1,1,1,1.95,,,43.05,,
2019,7,10,19,33.35,46.04,14.86,19.44,-2.16,1.57,1.03,0.64,0.47,1.36,2.95,37.3,2019-07-10 19:00:00,1,1,1,3.12,,,42.5,,
2019,7,10,20,30.76,50.07,14.45,19.39,-2.97,1.55,0.48,0.64,0.47,1.36,4.7,29.38,2019-07-10 20:00:00,1,1,1,2.95,,,37.3,,
2019,7,10,21,28.17,54.1,13.52,19.34,-3.78,1.54,-0.08,0.64,0.47,1.36,3.5,26.2,2019-07-10 21:00:00,1,1,1,4.7,,,29.38,,
2019,7,10,22,24.19,53.76,13.21,19.27,-3.49,1.33,0.04,0.64,0.47,1.36,4.27,25.2,2019-07-10 22:00:00,1,1,1,3.5,,,26.2,,
2019,7,10,23,20.2,53.42,13.39,19.2,-3.2,1.12,0.16,0.64,0.47,1.36,3.9,26.6,2019-07-10 23:00:00,1,1,1,4.27,,,25.2,,
2019,7,14,0,0.65,50.06,22.22,19.8,1.52,-0.08,0.88,,,,7.9,17.73,2019-07-14 00:00:00,0,0,0,3.9,4.65,,26.6,18.12,
2019,7,14,1,5.2,47.12,23.55,19.46,1.13,-0.48,1.25,,,,8.45,15.28,2019-07-14 01:00:00,0,0,0,7.9,6.0,,17.73,16.95,
2019,7,14,2,9.76,44.18,25.01,19.11,0.75,-0.87,1.61,,,,9.88,14.45,2019-07-14 02:00:00,0,0,0,8.45,6.98,,15.28,18.32,
2019,7,14,3,14.32,41.24,23.77,18.76,0.37,-1.26,1.98,,,,11.93,13.55,2019-07-14 03:00:00,0,0,0,9.88,16.47,,14.45,17.4,
2019,7,14,4,9.99,51.51,24.26,19.65,0.67,-0.43,2.36,,,,15.67,13.2,2019-07-14 04:00:00,0,0,0,11.93,14.28,,13.55,20.2,
2019,7,14,5,5.67,61.78,25.39,20.53,0.98,0.4,2.73,,,,20.17,13.65,2019-07-14 05:00:00,0,0,0,15.67,22.15,,13.2,21.3,
2019,7,14,6,1.34,72.05,24.19,21.42,1.28,1.23,3.11,,,,24.35,15.75,2019-07-14 06:00:00,0,0,0,20.17,27.83,,13.65,23.57,
2019,7,14,7,1.61,77.52,25.31,21.4,0.77,1.18,2.93,,,,26.78,16.75,2019-07-14 07:00:00,0,0,0,24.35,33.0,,15.75,22.27,
2019,7,14,8,1.87,82.99,25.31,21.37,0.25,1.12,2.75,,,,31.95,15.55,2019-07-14 08:00:00,0,0,0,26.78,33.17,,16.75,20.12,
2019,7,14,9,2.14,88.46,23.8,21.34,-0.27,1.07,2.57,,,,44.65,14.25,2019-07-14 09:00:00,0,0,0,31.95,31.98,,15.55,19.0,
2019,7,14,10,1.93,87.41,24.03,20.99,-0.06,1.22,2.46,,,,46.83,13.98,2019-07-14 10:00:00,0,0,0,44.65,30.97,,14.25,20.88,
2019,7,14,11,1.71,86.35,22.66,20.63,0.15,1.38,2.34,,,,34.03,19.2,2019-07-14 11:00:00,0,0,0,46.83,30.88,,13.98,23.18,
2019,7,14,12,1.5,85.29,23.33,20.27,0.35,1.53,2.23,,,,44.4,19.62,2019-07-14 12:00:00,0,0,0,34.03,23.17,,19.2,27.23,
2019,7,14,13,10.14,69.32,24.83,20.04,0.07,1.55,1.01,,,,35.57,21.62,2019-07-14 13:00:00,0,0,0,44.4,11.3,,19.62,35.15,
2019,7,14,14,18.78,53.35,25.78,19.8,-0.22,1.57,-0.22,,,,27.35,25.48,2019-07-14 14:00:00,0,0,0,35.57,5.33,,21.62,41.75,
2019,7,14,15,27.42,37.39,27.34,19.57,-0.5,1.6,-1.44,,,,22.58,21.55,2019-07-14 15:00:00,0,0,0,27.35,2.35,,25.48,47.57,
2019,7,14,16,25.38,34.98,27.65,19.53,-0.6,0.78,-0.7,,,,21.57,21.12,2019-07-14 16:00:00,0,0,0,22.58,1.65,,21.55,46.27,
2019,7,14,17,23.33,32.57,27.87,19.48,-0.69,-0.03,0.04,,,,26.53,20.6,2019-07-14 17:00:00,0,0,0,21.57,1.95,,21.12,43.05,
2019,7,14,18,21.28,30.17,28.53,19.44,-0.78,-0.85,0.78,,,,30.52,16.07,2019-07-14 18:00:00,0,0,0,26.53,3.12,,20.6,42.5,
2019,7,14,19,22.54,28.21,29.58,19.36,-0.11,-1.04,0.94,,,,31.93,14.88,2019-07-14 19:00:00,0,0,0,30.52,2.95,,16.07,37.3,
2019,7,14,20,23.8,26.25,27.45,19.27,0.56,-1.24,1.1,,,,22.8,14.6,2019-07-14 20:00:00,0,0,0,31.93,4.7,,14.88,29.38,
2019,7,14,21,25.06,24.3,27.77,19.19,1.23,-1.43,1.27,,,,26.15,12.1,2019-07-14 21:00:00,0,0,0,22.8,3.5,,14.6,26.2,
2019,7,14,22,16.72,45.52,24.72,18.47,1.1,-1.54,1.37,,,,29.95,10.35,2019-07-14 22:00:00,0,0,0,26.15,4.27,,12.1,25.2,
2019,7,14,23,8.39,66.74,24.57,17.74,0.97,-1.64,1.48,,,,26.52,10.65,2019-07-14 23:00:00,0,0,0,29.95,3.9,,10.35,26.6,
2019,7,15,0,0.05,87.97,22.43,17.02,0.83,-1.75,1.59,,,,27.62,8.9,2019-07-15 00:00:00,0,0,0,26.52,7.9,,10.65,17.73,
2019,7,15,1,0.03,91.5,23.39,18.13,1.22,-1.43,2.37,,,,12.45,19.55,2019-07-15 01:00:00,0,0,0,27.62,8.45,,8.9,15.28,
2019,7,15,2,0.02,95.03,23.89,19.24,1.61,-1.12,3.15,,,,21.1,17.18,2019-07-15 02:00:00,0,0,0,12.45,9.88,,19.55,14.45,
2019,7,15,3,0.0,98.56,25.22,20.34,2.0,-0.81,3.94,,,,18.95,17.38,2019-07-15 03:00:00,0,0,0,21.1,11.93,,17.18,13.55,
2019,7,15,4,0.06,93.37,24.6,19.98,1.83,-0.98,3.71,,,,24.3,15.68,2019-07-15 04:00:00,0,0,0,18.95,15.67,,17.38,13.2,
2019,7,15,5,0.12,88.18,23.73,19.61,1.66,-1.15,3.48,,,,27.3,18.25,2019-07-15 05:00:00,0,0,0,24.3,20.17,,15.68,13.65,
2019,7,15,6,0.18,82.99,25.57,19.24,1.48,-1.33,3.25,,,,40.08,22.07,2019-07-15 06:00:00,0,0,0,27.3,24.35,,18.25,15.75,
2019,7,15,7,0.26,104.93,26.62,19.54,0.59,-1.31,2.53,,,,41.67,20.6,2019-07-15 07:00:00,0,0,0,40.08,26.78,,22.07,16.75,
2019,7,15,8,0.35,126.86,26.64,19.84,-0.3,-1.3,1.81,,,,39.9,17.32,2019-07-15 08:00:00,0,0,0,41.67,31.95,,20.6,15.55,
2019,7,15,9,0.43,148.8,28.57,20.14,-1.19,-1.29,1.08,,,,34.52,24.5,2019-07-15 09:00:00,0,0,0,39.9,44.65,,17.32,14.25,
2019,7,15,10,1.33,132.31,27.77,20.3,-1.42,-0.63,1.18,,,,29.42,22.27,2019-07-15 10:00:00,0,0,0,34.52,46.83,,24.5,13.98,
2019,7,15,11,2.22,115.83,28.99,20.46,-1.66,0.03,1.27,,,,26.52,20.52,2019-07-15 11:00:00,0,0,0,29.42,34.03,,22.27,19.2,
2019,7,15,12,3.12,99.34,29.55,20.62,-1.89,0.7,1.37,,,,9.93,35.35,2019-07-15 12:00:00,0,0,0,26.52,44.4,,20.52,19.62,
2019,7,15,13,2.09,105.4,29.4,21.0,-1.62,0.62,2.12,,,,3.52,40.83,2019-07-15 13:00:00,0,0,0,9.93,35.57,,35.35,21.62,
2019,7,15,14,1.07,111.46,28.41,21.37,-1.35,0.55,2.87,,,,2.87,42.4,2019-07-15 14:00:00,0,0,0,3.52,27.35,,40.83,25.48,
2019,7,15,15,0.04,117.52,28.11,21.75,-1.08,0.47,3.61,,,,3.95,39.38,2019-07-15 15:00:00,0,0,0,2.87,22.58,,42.4,21.55,
2019,7,15,16,4.55,97.91,28.61,21.32,-0.31,-0.07,2.64,,,,4.38,34.98,2019-07-15 16:00:00,0,0,0,3.95,21.57,,39.38,21.12,
2019,7,15,17,9.06,78.29,28.05,20.9,0.46,-0.62,1.67,,,,3.7,33.65,2019-07-15 17:00:00,0,0,0,4.38,26.53,,34.98,20.6,
2019,7,15,18,13.57,58.68,28.7,20.48,1.24,-1.17,0.7,,,,4.78,31.77,2019-07-15 18:00:00,0,0,0,3.7,30.52,,33.65,16.07,
2019,7,15,19,9.05,69.55,29.71,20.43,1.4,-0.9,-0.01,,,,8.88,29.73,2019-07-15 19:00:00,0,0,0,4.78,31.93,,31.77,14.88,
2019,7,15,20,4.52,80.43,27.92,20.39,1.55,-0.64,-0.73,,,,12.6,29.2,2019-07-15 20:00:00,0,0,0,8.88,22.8,,29.73,14.6,
2019,7,15,21,0.0,91.3,28.42,20.34,1.71,-0.37,-1.44,,,,12.22,21.5,2019-07-15 21:00:00,0,0,0,12.6,26.15,,29.2,12.1,
2019,7,15,22,0.0,96.35,27.98,20.63,1.49,-0.51,-0.26,,,,10.23,20.77,2019-07-15 22:00:00,0,0,0,12.22,29.95,,21.5,10.35,
2019,7,15,23,0.0,101.39,27.12,20.92,1.27,-0.65,0.93,,,,15.57,16.05,2019-07-15 23:00:00,0,0,0,10.23,26.52,,20.77,10.65,
2019,7,16,0,0.0,106.43,26.78,21.21,1.05,-0.79,2.11,,,,19.6,14.8,2019-07-16 00:00:00,0,0,0,15.57,27.62,,16.05,8.9,
2019,7,16,1,0.18,96.61,27.31,21.16,1.06,-0.75,2.28,,,,19.93,14.6,2019-07-16 01:00:00,0,0,0,19.6,12.45,,14.8,19.55,
2019,7,16,2,0.37,86.79,29.81,21.11,1.07,-0.71,2.45,,,,18.0,16.57,2019-07-16 02:00:00,0,0,0,19.93,21.1,,14.6,17.18,
2019,7,16,3,0.55,76.96,30.99,21.06,1.08,-0.67,2.62,,,,17.88,20.45,2019-07-16 03:00:00,0,0,0,18.0,18.95,,16.57,17.38,
2019,7,16,4,0.72,73.51,29.42,21.18,1.06,-0.32,2.5,,,,24.55,22.9,2019-07-16 04:00:00,0,0,0,17.88,24.3,,20.45,15.68,
2019,7,16,5,0.89,70.06,26.75,21.31,1.05,0.02,2.38,,,,37.02,19.25,2019-07-16 05:00:00,0,0,0,24.55,27.3,,22.9,18.25,
2019,7,16,6,1.06,66.61,27.66,21.43,1.04,0.37,2.26,,,,44.45,19.45,2019-07-16 06:00:00,0,0,0,37.02,40.08,,19.25,22.07,
2019,7,16,7,3.9,63.46,29.17,21.5,1.16,-0.27,1.76,,,,64.12,16.57,2019-07-16 07:00:00,0,0,0,44.45,41.67,,19.45,20.6,
2019,7,16,8,6.75,60.31,29.7,21.56,1.28,-0.91,1.26,,,,63.1,16.67,2019-07-16 08:00:00,0,0,0,64.12,39.9,,16.57,17.32,
2019,7,16,9,9.59,57.16,28.18,21.62,1.4,-1.54,0.75,,,,53.22,19.68,2019-07-16 09:00:00,0,0,0,63.1,34.52,,16.67,24.5,
2019,7,16,10,6.48,78.69,26.59,21.99,1.43,-1.2,0.79,,,,44.12,25.58,2019-07-16 10:00:00,0,0,0,53.22,29.42,,19.68,22.27,
2019,7,16,11,3.36,100.22,26.74,22.35,1.47,-0.87,0.83,,,,60.1,21.07,2019-07-16 11:00:00,0,0,0,44.12,26.52,,25.58,20.52,
2019,7,16,12,0.24,121.75,27.55,22.72,1.5,-0.53,0.87,,,,43.2,17.88,2019-07-16 12:00:00,0,0,0,60.1,9.93,,21.07,35.35,
2019,7,16,13,12.95,96.9,25.32,22.11,1.41,-0.8,1.18,,,,33.1,18.85,2019-07-16 13:00:00,0,0,0,43.2,3.52,,17.88,40.83,
2019,7,16,14,25.66,72.06,26.49,21.5,1.32,-1.08,1.48,,,,18.62,23.88,2019-07-16 14:00:00,0,0,0,33.1,2.87,,18.85,42.4,
2019,7,16,15,38.37,47.21,29.05,20.89,1.22,-1.36,1.78,,,,15.18,26.62,2019-07-16 15:00:00,0,0,0,18.62,3.95,,23.88,39.38,
2019,7,16,16,26.41,60.33,27.01,20.72,1.5,-1.39,1.96,,,,14.62,22.42,2019-07-16 16:00:00,0,0,0,15.18,4.38,,26.62,34.98,
2019,7,16,17,14.45,73.44,27.91,20.55,1.78,-1.42,2.13,,,,15.05,19.9,2019-07-16 17:00:00,0,0,0,14.62,3.7,,22.42,33.65,
2019,7,16,18,2.49,86.56,27.27,20.38,2.06,-1.45,2.31,,,,10.1,20.22,2019-07-16 18:00:00,0,0,0,15.05,4.78,,19.9,31.77,
2019,7,16,19,5.67,100.25,28.51,20.42,2.09,-1.38,1.62,,,,9.85,20.82,2019-07-16 19:00:00,0,0,0,10.1,8.88,,20.22,29.73,
2019,7,16,20,8.86,113.95,27.78,20.47,2.13,-1.3,0.92,,,,16.5,17.3,2019-07-16 20:00:00,0,0,0,9.85,12.6,,20.82,29.2,
2019,7,16,21,12.04,127.64,26.41,20.51,2.17,-1.23,0.23,,,,11.8,16.9,2019-07-16 21:00:00,0,0,0,16.5,12.22,,17.3,21.5,
2019,7,16,22,13.87,111.68,26.18,20.62,1.42,-0.73,0.75,,,,24.75,14.08,2019-07-16 22:00:00,0,0,0,11.8,10.23,,16.9,20.77,
2019,7,16,23,15.7,95.72,27.41,20.72,0.67,-0.22,1.26,,,,33.5,17.82,2019-07-16 23:00:00,0,0,0,24.75,15.57,,14.08,16.05,
2019,7,17,0,17.54,79.76,27.02,20.82,-0.07,0.28,1.78,,,,14.65,17.7,2019-07-17 00:00:00,0,0,0,33.5,19.6,,17.82,14.8,
2019,7,17,1,22.75,69.03,28.0,20.65,-0.43,0.62,1.54,,,,22.28,17.07,2019-07-17 01:00:00,0,0,0,14.65,19.93,,17.7,14.6,
2019,7,17,2,27.97,58.29,25.9,20.47,-0.8,0.96,1.3,,,,22.65,20.43,2019-07-17 02:00:00,0,0,0,22.28,18.0,,17.07,16.57,
2019,7,17,3,33.19,47.56,25.34,20.29,-1.16,1.29,1.06,,,,24.23,20.22,2019-07-17 03:00:00,0,0,0,22.65,17.88,,20.43,20.45,
2019,7,17,4,25.88,53.3,24.25,20.49,-0.47,0.36,1.35,,,,21.18,25.35,2019-07-17 04:00:00,0,0,0,24.23,24.55,,20.22,22.9,
2019,7,17,5,18.57,59.05,25.65,20.7,0.23,-0.57,1.64,,,,18.85,34.38,2019-07-17 05:00:00,0,0,0,21.18,37.02,,25.35,19.25,
2019,7,17,6,11.27,64.79,25.44,20.91,0.92,-1.51,1.93,,,,19.62,38.23,2019-07-17 06:00:00,0,0,0,18.85,44.45,,34.38,19.45,
2019,7,17,7,8.96,68.9,25.81,20.98,1.15,-1.84,1.8,,,,29.35,33.9,2019-07-17 07:00:00,0,0,0,19.62,64.12,,38.23,16.57,
2019,7,17,8,6.66,73.01,26.94,21.05,1.39,-2.17,1.67,,,,27.07,33.73,2019-07-17 08:00:00,0,0,0,29.35,63.1,,33.9,16.67,
2019,7,17,9,4.36,77.12,28.31,21.12,1.63,-2.5,1.54,,,,33.52,39.9,2019-07-17 09:00:00,0,0,0,27.07,53.22,,33.73,19.68,
2019,7,17,10,3.01,75.37,28.26,21.08,1.56,-2.14,1.56,,,,61.0,37.18,2019-07-17 10:00:00,0,0,0,33.52,44.12,,39.9,25.58,
2019,7,17,11,1.66,73.62,25.47,21.03,1.49,-1.79,1.58,,,,96.58,31.82,2019-07-17 11:00:00,0,0,0,61.0,60.1,,37.18,21.07,
2019,7,17,12,0.31,71.86,25.95,20.99,1.42,-1.43,1.6,,,,111.73,28.15,2019-07-17 12:00:00,0,0,0,96.58,43.2,,31.82,17.88,
2019,7,17,13,0.28,104.91,26.28,21.19,1.25,-1.48,2.14,,,,71.6,30.3,2019-07-17 13:00:00,0,0,0,111.73,33.1,,28.15,18.85,
2019,7,17,14,0.24,137.96,26.73,21.38,1.08,-1.54,2.67,,,,46.1,30.7,2019-07-17 14:00:00,0,0,0,71.6,18.62,,30.3,23.88,
2019,7,17,15,0.21,171.01,27.35,21.58,0.91,-1.59,3.21,,,,19.88,36.75,2019-07-17 15:00:00,0,0,0,46.1,15.18,,30.7,26.62,
2019,7,17,16,0.65,179.21,27.05,21.57,0.9,-1.71,2.87,,,,12.88,44.42,2019-07-17 16:00:00,0,0,0,19.88,14.62,,36.75,22.42,
2019,7,17,17,1.09,187.4,28.26,21.55,0.88,-1.82,2.53,,,,30.9,43.0,2019-07-17 17:00:00,0,0,0,12.88,15.05,,44.42,19.9,
2019,7,17,18,1.53,195.6,28.55,21.54,0.87,-1.94,2.19,,,,23.07,37.88,2019-07-17 18:00:00,0,0,0,30.9,10.1,,43.0,20.22,
2019,7,17,19,2.21,163.41,26.73,21.58,0.9,-1.79,1.9,,,,24.4,31.12,2019-07-17 19:00:00,0,0,0,23.07,9.85,,37.88,20.82,
2019,7,17,20,2.89,131.23,27.33,21.61,0.93,-1.64,1.62,,,,31.1,25.22,2019-07-17 20:00:00,0,0,0,24.4,16.5,,31.12,17.3,
2019,7,17,21,3.57,99.04,27.63,21.65,0.96,-1.48,1.34,,,,23.55,24.9,2019-07-17 21:00:00,0,0,0,31.1,11.8,,25.22,16.9,
2019,7,17,22,13.62,84.42,26.92,21.53,0.87,-1.33,1.09,,,,23.0,18.88,2019-07-17 22:00:00,0,0,0,23.55,24.75,,24.9,14.08,
2019,7,17,23,23.67,69.81,26.83,21.4,0.79,-1.18,0.84,,,,19.48,19.43,2019-07-17 23:00:00,0,0,0,23.0,33.5,,18.88,17.82,
2019,7,18,0,33.72,55.19,27.18,21.28,0.71,-1.03,0.59,0.97,1.16,0.84,11.18,24.9,2019-07-18 00:00:00,1,1,1,19.48,14.65,,19.43,17.7,
2019,7,18,1,22.6,58.09,26.14,21.38,0.95,-1.34,1.26,0.97,1.16,0.84,13.05,26.68,2019-07-18 01:00:00,1,1,1,11.18,22.28,,24.9,17.07,
2019,7,18,2,11.47,60.98,25.68,21.47,1.2,-1.65,1.92,0.97,1.16,0.84,18.02,22.32,2019-07-18 02:00:00,1,1,1,13.05,22.65,,26.68,20.43,
2019,7,18,3,0.35,63.87,25.8,21.56,1.44,-1.96,2.59,0.97,1.16,0.84,16.25,25.93,2019-07-18 03:00:00,1,1,1,18.02,24.23,,22.32,20.22,
2019,7,18,4,3.8,59.36,25.82,21.15,1.64,-2.02,2.73,0.97,1.16,0.84,11.07,27.8,2019-07-18 04:00:00,1,1,1,16.25,21.18,,25.93,25.35,
2019,7,18,5,7.24,54.85,26.51,20.73,1.84,-2.07,2.87,0.97,1.16,0.84,5.98,37.8,2019-07-18 05:00:00,1,1,1,11.07,18.85,,27.8,34.38,
2019,7,18,6,10.69,50.35,26.75,20.32,2.04,-2.13,3.0,0.97,1.16,0.84,10.52,39.3,2019-07-18 06:00:00,1,1,1,5.98,19.62,,37.8,38.23,
2019,7,18,7,7.31,55.81,26.22,20.42,2.78,-2.28,3.35,0.97,1.16,0.84,28.67,29.2,2019-07-18 07:00:00,1,1,1,10.52,29.35,,39.3,33.9,
2019,7,18,8,3.94,61.27,25.51,20.53,3.53,-2.42,3.7,0.97,1.16,0.84,28.83,34.58,2019-07-18 08:00:00,1,1,1,28.67,27.07,,29.2,33.73,
2019,7,18,9,0.56,66.73,25.5,20.63,4.28,-2.57,4.04,0.59,2.05,0.29,40.48,35.47,2019-07-18 09:00:00,1,1,1,28.83,33.52,,34.58,39.9,
2019,7,18,10,0.37,71.42,26.06,20.68,3.84,-2.08,3.29,0.59,2.05,0.29,37.52,40.3,2019-07-18 10:00:00,1,1,1,40.48,61.0,,35.47,37.18,
2019,7,18,11,0.19,76.1,26.27,20.73,3.4,-1.59,2.54,0.59,2.05,0.29,53.6,36.2,2019-07-18 11:00:00,1,1,1,37.52,96.58,,40.3,31.82,
2019,7,18,12,0.0,80.78,26.3,20.79,2.96,-1.1,1.79,0.59,2.05,0.29,48.3,35.38,2019-07-18 12:00:00,1,1,1,53.6,111.73,,36.2,28.15,
2019,7,18,13,4.33,76.13,25.33,20.98,2.63,-0.98,2.22,0.59,2.05,0.29,36.83,29.95,2019-07-18 13:00:00,1,1,1,48.3,71.6,,35.38,30.3,
2019,7,18,14,8.67,71.47,25.63,21.17,2.3,-0.87,2.66,0.59,2.05,0.29,9.6,38.32,2019-07-18 14:00:00,1,1,1,36.83,46.1,,29.95,30.7,
2019,7,18,15,13.0,66.81,26.39,21.36,1.97,-0.76,3.1,0.59,2.05,0.29,2.53,43.6,2019-07-18 15:00:00,1,1,1,9.6,19.88,,38.32,36.75,
2019,7,18,16,24.45,56.29,26.35,20.92,1.49,-1.11,2.71,0.59,2.05,0.29,2.62,44.15,2019-07-18 16:00:00,1,1,1,2.53,12.88,,43.6,44.42,
2019,7,18,17,35.9,45.77,25.78,20.47,1.0,-1.45,2.32,0.59,2.05,0.29,2.47,42.75,2019-07-18 17:00:00,1,1,1,2.62,30.9,,44.15,43.0,
2019,7,18,18,47.35,35.24,25.6,20.02,0.51,-1.8,1.93,0.59,2.05,0.29,2.95,39.18,2019-07-18 18:00:00,1,1,1,2.47,23.07,,42.75,37.88,
2019,7,18,19,38.08,36.34,26.14,19.24,-0.21,-1.56,2.01,0.59,2.05,0.29,2.6,38.12,2019-07-18 19:00:00,1,1,1,2.95,24.4,,39.18,31.12,
2019,7,18,20,28.8,37.44,25.09,18.46,-0.93,-1.33,2.08,0.59,2.05,0.29,4.5,31.05,2019-07-18 20:00:00,1,1,1,2.6,31.1,,38.12,25.22,
2019,7,18,21,19.52,38.53,25.69,17.68,-1.66,-1.1,2.16,0.59,2.05,0.29,3.03,27.8,2019-07-18 21:00:00,1,1,1,4.5,23.55,,31.05,24.9,
2019,7,18,22,13.17,45.58,26.05,17.76,-0.91,-0.92,1.83,0.59,2.05,0.29,3.5,29.95,2019-07-18 22:00:00,1,1,1,3.03,23.0,,27.8,18.88,
2019,7,18,23,6.83,52.63,25.88,17.83,-0.17,-0.74,1.5,0.59,2.05,0.29,3.9,26.23,2019-07-18 23:00:00,1,1,1,3.5,19.48,,29.95,19.43,
2019,7,19,0,0.48,59.68,25.65,17.91,0.58,-0.57,1.18,,,,3.67,27.88,2019-07-19 00:00:00,0,0,0,3.9,11.18,,26.23,24.9,
2019,7,19,1,0.98,66.41,25.7,18.15,0.94,-0.37,2.17,,,,5.6,31.73,2019-07-19 01:00:00,0,0,0,3.67,13.05,,27.88,26.68,
2019,7,19,2,1.48,73.14,25.62,18.39,1.29,-0.18,3.17,,,,13.47,40.3,2019-07-19 02:00:00,0,0,0,5.6,18.02,,31.73,22.32,
2019,7,19,3,1.98,79.87,26.14,18.62,1.65,0.02,4.16,,,,31.98,32.83,2019-07-19 03:00:00,0,0,0,13.47,16.25,,40.3,25.93,
2019,7,19,4,9.48,68.83,25.69,18.31,1.86,-0.79,3.49,,,,41.97,27.08,2019-07-19 04:00:00,0,0,0,31.98,11.07,,32.83,27.8,
2019,7,19,5,16.98,57.8,25.74,18.0,2.07,-1.6,2.83,,,,43.73,25.35,2019-07-19 05:00:00,0,0,0,41.97,5.98,,27.08,37.8,
2019,7,19,6,24.49,46.76,24.87,17.7,2.28,-2.4,2.16,,,,61.95,18.82,2019-07-19 06:00:00,0,0,0,43.73,10.52,,25.35,39.3,
2019,7,19,7,16.95,52.14,25.85,17.9,1.64,-2.26,1.94,,,,69.0,20.38,2019-07-19 07:00:00,0,0,0,61.95,28.67,,18.82,29.2,
2019,7,19,8,9.42,57.51,25.53,18.11,1.0,-2.11,1.72,,,,93.6,14.22,2019-07-19 08:00:00,0,0,0,69.0,28.83,,20.38,34.58,
2019,7,19,9,1.88,62.89,26.5,18.32,0.35,-1.96,1.49,,,,101.3,17.1,2019-07-19 09:00:00,0,0,0,93.6,40.48,,14.22,35.47,
2019,7,19,10,6.49,64.97,24.93,18.18,0.27,-1.91,1.73,,,,114.9,15.53,2019-07-19 10:00:00,0,0,0,101.3,37.52,,17.1,40.3,
