year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,datetime,NO2_sat_flag,HCHO_sat_flag,ratio_sat_flag,O3_target_lag1,O3_target_lag24,O3_target_lag168,NO2_target_lag1,NO2_target_lag24,NO2_target_lag168
2019,7,15,10,0.22,149.63,27.29,20.8,-1.66,0.04,0.52,,,,29.25,23.4,2019-07-15 10:00:00,0,0,0,45.15,52.88,,24.73,10.77,
2019,7,15,11,0.11,145.67,28.76,20.8,-1.69,0.41,0.31,,,,37.2,17.7,2019-07-15 11:00:00,0,0,0,29.25,45.15,,23.4,12.35,
2019,7,15,12,0.0,141.71,29.4,20.81,-1.73,0.78,0.1,,,,22.55,39.77,2019-07-15 12:00:00,0,0,0,37.2,50.35,,17.7,12.38,
2019,7,15,13,0.0,156.41,28.89,21.26,-1.62,0.41,0.72,,,,6.03,52.62,2019-07-15 13:00:00,0,0,0,22.55,43.35,,39.77,18.17,
2019,7,15,14,0.0,171.11,27.78,21.7,-1.51,0.04,1.34,,,,14.55,45.2,2019-07-15 14:00:00,0,0,0,6.03,32.38,,52.62,20.2,
2019,7,15,15,0.0,185.8,27.99,22.15,-1.4,-0.33,1.95,,,,19.1,23.98,2019-07-15 15:00:00,0,0,0,14.55,33.4,,45.2,27.12,
2019,7,15,16,0.24,151.65,28.21,21.53,-0.53,-0.59,1.53,,,,16.23,30.92,2019-07-15 16:00:00,0,0,0,19.1,37.88,,23.98,25.48,
2019,7,15,17,0.48,117.5,27.79,20.91,0.35,-0.85,1.1,,,,9.05,47.48,2019-07-15 17:00:00,0,0,0,16.23,37.57,,30.92,22.58,
2019,7,15,18,0.72,83.35,28.39,20.3,1.22,-1.11,0.68,,,,79.17,53.52,2019-07-15 18:00:00,0,0,0,9.05,38.05,,47.48,17.65,
2019,7,15,19,0.48,88.65,29.23,20.37,1.36,-1.02,0.03,,,,8.78,53.2,2019-07-15 19:00:00,0,0,0,79.17,37.85,,53.52,12.78,
2019,7,15,20,0.24,93.96,26.78,20.44,1.49,-0.93,-0.61,,,,34.0,38.92,2019-07-15 20:00:00,0,0,0,8.78,53.5,,53.2,10.45,
2019,7,15,21,0.0,99.26,27.55,20.51,1.62,-0.84,-1.26,,,,25.65,28.1,2019-07-15 21:00:00,0,0,0,34.0,37.58,,38.92,14.3,
2019,7,15,22,0.0,111.08,27.9,20.82,1.43,-0.92,-0.46,,,,22.08,24.25,2019-07-15 22:00:00,0,0,0,25.65,27.88,,28.1,13.98,
2019,7,15,23,0.0,122.89,27.15,21.13,1.23,-1.01,0.35,,,,31.32,13.12,2019-07-15 23:00:00,0,0,0,22.08,25.23,,24.25,12.75,
2019,7,16,0,0.0,134.71,26.6,21.44,1.04,-1.09,1.15,,1.38,,58.25,14.82,2019-07-16 00:00:00,0,1,0,31.32,24.45,,13.12,11.4,
2019,7,16,1,0.74,118.77,27.27,21.24,1.04,-0.98,1.39,,1.38,,33.77,17.6,2019-07-16 01:00:00,0,1,0,58.25,25.6,,14.82,11.6,
2019,7,16,2,1.48,102.82,28.96,21.03,1.04,-0.87,1.63,,1.38,,32.65,16.2,2019-07-16 02:00:00,0,1,0,33.77,25.17,,17.6,14.8,
2019,7,16,3,2.22,86.88,29.52,20.83,1.04,-0.75,1.86,,1.38,,43.82,17.1,2019-07-16 03:00:00,0,1,0,32.65,19.68,,16.2,24.12,
2019,7,16,4,1.61,86.41,28.83,21.07,0.91,-0.34,1.78,,1.38,,54.35,15.27,2019-07-16 04:00:00,0,1,0,43.82,17.98,,17.1,33.33,
2019,7,16,5,1.0,85.94,26.49,21.31,0.78,0.07,1.7,,1.38,,67.47,14.8,2019-07-16 05:00:00,0,1,0,54.35,27.12,,15.27,27.8,
2019,7,16,6,0.39,85.47,27.3,21.55,0.65,0.48,1.62,,1.38,,71.17,17.57,2019-07-16 06:00:00,0,1,0,67.47,30.45,,14.8,25.77,
2019,7,16,7,0.26,86.93,28.79,21.67,1.05,-0.01,0.93,,1.38,,87.78,20.65,2019-07-16 07:00:00,0,1,0,71.17,44.25,,17.57,19.27,
2019,7,16,8,0.13,88.38,29.32,21.8,1.46,-0.51,0.24,,1.38,,65.0,21.3,2019-07-16 08:00:00,0,1,0,87.78,33.95,,20.65,21.95,
2019,7,16,9,0.0,89.83,27.2,21.92,1.86,-1.0,-0.46,,1.38,,57.0,19.1,2019-07-16 09:00:00,0,1,0,65.0,45.15,,21.3,24.73,
2019,7,16,10,5.23,96.47,26.75,21.99,1.72,-0.87,-0.36,,1.38,,35.03,21.4,2019-07-16 10:00:00,0,1,0,57.0,29.25,,19.1,23.4,
2019,7,16,11,10.46,103.11,26.32,22.06,1.59,-0.74,-0.27,,1.38,,35.2,17.25,2019-07-16 11:00:00,0,1,0,35.03,37.2,,21.4,17.7,
2019,7,16,12,15.69,109.74,27.37,22.13,1.45,-0.61,-0.17,,1.38,,40.0,16.6,2019-07-16 12:00:00,0,1,0,35.2,22.55,,17.25,39.77,
2019,7,16,13,17.25,97.0,25.43,21.68,1.38,-0.89,0.33,,1.38,,34.4,17.45,2019-07-16 13:00:00,0,1,0,40.0,6.03,,16.6,52.62,
2019,7,16,14,18.82,84.27,26.33,21.23,1.32,-1.16,0.83,,1.38,,17.25,21.27,2019-07-16 14:00:00,0,1,0,34.4,14.55,,17.45,45.2,
2019,7,16,15,20.38,71.53,27.84,20.78,1.26,-1.43,1.33,,1.38,,13.03,22.95,2019-07-16 15:00:00,0,1,0,17.25,19.1,,21.27,23.98,
2019,7,16,16,15.87,71.02,26.57,20.87,1.53,-1.35,1.17,,1.38,,11.53,25.17,2019-07-16 16:00:00,0,1,0,13.03,16.23,,22.95,30.92,
2019,7,16,17,11.36,70.51,26.98,20.95,1.8,-1.28,1.01,,1.38,,7.6,29.27,2019-07-16 17:00:00,0,1,0,11.53,9.05,,25.17,47.48,
2019,7,16,18,6.84,70.0,26.68,21.04,2.07,-1.2,0.85,,1.38,,6.2,35.4,2019-07-16 18:00:00,0,1,0,7.6,79.17,,29.27,53.52,
2019,7,16,19,4.96,96.17,27.73,20.99,2.16,-1.26,0.23,,1.38,,6.73,25.1,2019-07-16 19:00:00,0,1,0,6.2,8.78,,35.4,53.2,
2019,7,16,20,3.08,122.34,27.38,20.94,2.24,-1.32,-0.4,,1.38,,20.4,19.15,2019-07-16 20:00:00,0,1,0,6.73,34.0,,25.1,38.92,
2019,7,16,21,1.2,148.51,26.06,20.89,2.33,-1.38,-1.02,,1.38,,11.28,18.5,2019-07-16 21:00:00,0,1,0,20.4,25.65,,19.15,28.1,
2019,7,16,22,1.97,138.07,26.17,20.84,1.17,-1.4,0.12,,1.38,,14.6,16.62,2019-07-16 22:00:00,0,1,0,11.28,22.08,,18.5,24.25,
2019,7,16,23,2.75,127.62,26.57,20.79,0.0,-1.41,1.26,,1.38,,14.25,18.5,2019-07-16 23:00:00,0,1,0,14.6,31.32,,16.62,13.12,
2019,7,17,0,3.52,117.18,26.45,20.74,-1.16,-1.42,2.4,,,,17.4,24.07,2019-07-17 00:00:00,0,0,0,14.25,58.25,,18.5,14.82,
2019,7,17,1,7.05,102.15,27.57,20.64,-1.39,-0.86,1.93,,,,19.93,32.48,2019-07-17 01:00:00,0,0,0,17.4,33.77,,24.07,17.6,
2019,7,17,2,10.58,87.13,26.03,20.53,-1.61,-0.29,1.46,,,,21.9,33.25,2019-07-17 02:00:00,0,0,0,19.93,32.65,,32.48,16.2,
2019,7,17,3,14.11,72.1,25.05,20.42,-1.84,0.28,0.99,,,,19.05,37.18,2019-07-17 03:00:00,0,0,0,21.9,43.82,,33.25,17.1,
2019,7,17,4,10.05,75.19,23.85,20.64,-1.04,-0.29,0.98,,,,23.75,32.15,2019-07-17 04:00:00,0,0,0,19.05,54.35,,37.18,15.27,
2019,7,17,5,6.0,78.28,25.51,20.86,-0.24,-0.87,0.97,,,,22.5,36.15,2019-07-17 05:00:00,0,0,0,23.75,67.47,,32.15,14.8,
2019,7,17,6,1.94,81.36,25.71,21.08,0.57,-1.44,0.97,,,,26.22,28.05,2019-07-17 06:00:00,0,0,0,22.5,71.17,,36.15,17.57,
2019,7,17,7,6.94,77.53,25.29,21.04,0.94,-1.74,0.83,,,,34.35,29.35,2019-07-17 07:00:00,0,0,0,26.22,87.78,,28.05,20.65,
2019,7,17,8,11.94,73.71,27.3,21.0,1.32,-2.05,0.69,,,,73.1,31.18,2019-07-17 08:00:00,0,0,0,34.35,65.0,,29.35,21.3,
2019,7,17,9,16.94,69.88,27.74,20.96,1.69,-2.35,0.55,,,,90.98,28.77,2019-07-17 09:00:00,0,0,0,73.1,57.0,,31.18,19.1,
2019,7,17,10,11.4,71.05,27.48,20.9,1.6,-2.03,0.65,,,,87.68,19.07,2019-07-17 10:00:00,0,0,0,90.98,35.03,,28.77,21.4,
2019,7,17,11,5.86,72.23,25.01,20.84,1.51,-1.7,0.75,,,,92.67,17.85,2019-07-17 11:00:00,0,0,0,87.68,35.2,,19.07,17.25,
2019,7,17,12,0.32,73.41,25.76,20.78,1.42,-1.37,0.85,,,,66.1,16.75,2019-07-17 12:00:00,0,0,0,92.67,40.0,,17.85,16.6,
2019,7,17,13,0.34,98.54,26.13,20.92,1.3,-1.4,1.18,,,,54.5,20.93,2019-07-17 13:00:00,0,0,0,66.1,34.4,,16.75,17.45,
2019,7,17,14,0.36,123.68,26.15,21.07,1.18,-1.42,1.5,,,,40.17,25.28,2019-07-17 14:00:00,0,0,0,54.5,17.25,,20.93,21.27,
2019,7,17,15,0.38,148.82,27.58,21.21,1.05,-1.45,1.82,,,,14.38,43.83,2019-07-17 15:00:00,0,0,0,40.17,13.03,,25.28,22.95,
2019,7,17,16,0.26,200.37,26.64,21.47,1.08,-1.5,1.45,,,,6.87,50.5,2019-07-17 16:00:00,0,0,0,14.38,11.53,,43.83,25.17,
2019,7,17,17,0.13,251.93,28.07,21.73,1.11,-1.56,1.07,,,,7.25,49.55,2019-07-17 17:00:00,0,0,0,6.87,7.6,,50.5,29.27,
2019,7,17,18,0.0,303.48,28.47,21.99,1.13,-1.62,0.69,,,,17.2,56.55,2019-07-17 18:00:00,0,0,0,7.25,6.2,,49.55,35.4,
2019,7,17,19,0.01,255.6,27.45,22.01,1.17,-1.56,0.85,,,,115.28,71.08,2019-07-17 19:00:00,0,0,0,17.2,6.73,,56.55,25.1,
2019,7,17,20,0.02,207.71,27.42,22.04,1.2,-1.49,1.0,,,,20.7,62.4,2019-07-17 20:00:00,0,0,0,115.28,20.4,,71.08,19.15,
2019,7,17,21,0.03,159.83,27.95,22.07,1.24,-1.43,1.16,,,,22.4,11.4,2019-07-17 21:00:00,0,0,0,20.7,11.28,,62.4,18.5,
2019,7,17,22,11.3,129.08,26.72,21.46,1.13,-1.2,1.19,,,,27.08,10.32,2019-07-17 22:00:00,0,0,0,22.4,14.6,,11.4,16.62,
2019,7,17,23,22.57,98.33,26.63,20.85,1.03,-0.97,1.21,,,,25.15,12.07,2019-07-17 23:00:00,0,0,0,27.08,14.25,,10.32,18.5,
2019,7,18,0,33.85,67.58,26.86,20.24,0.92,-0.74,1.24,,2.1,,24.35,16.45,2019-07-18 00:00:00,0,1,0,25.15,17.4,,12.07,24.07,
2019,7,18,1,22.57,70.48,25.83,20.59,1.11,-1.17,1.55,,2.1,,14.18,30.65,2019-07-18 01:00:00,0,1,0,24.35,19.93,,16.45,32.48,
2019,7,18,2,11.29,73.37,25.4,20.95,1.29,-1.59,1.86,,2.1,,11.62,50.75,2019-07-18 02:00:00,0,1,0,14.18,21.9,,30.65,33.25,
2019,7,18,3,0.01,76.26,25.84,21.3,1.48,-2.02,2.17,,2.1,,6.77,57.3,2019-07-18 03:00:00,0,1,0,11.62,19.05,,50.75,37.18,
2019,7,18,4,2.4,69.88,25.82,21.09,1.71,-2.09,2.11,,2.1,,12.3,45.4,2019-07-18 04:00:00,0,1,0,6.77,23.75,,57.3,32.15,
2019,7,18,5,4.79,63.5,26.39,20.88,1.95,-2.15,2.05,,2.1,,27.55,28.25,2019-07-18 05:00:00,0,1,0,12.3,22.5,,45.4,36.15,
2019,7,18,6,7.19,57.12,26.43,20.67,2.18,-2.22,1.98,,2.1,,43.6,20.7,2019-07-18 06:00:00,0,1,0,27.55,26.22,,28.25,28.05,
2019,7,18,7,5.25,59.23,26.12,20.56,2.9,-2.29,2.56,,2.1,,59.3,20.43,2019-07-18 07:00:00,0,1,0,43.6,34.35,,20.7,29.35,
2019,7,18,8,3.31,61.33,25.24,20.45,3.62,-2.37,3.13,,2.1,,95.88,27.27,2019-07-18 08:00:00,0,1,0,59.3,73.1,,20.43,31.18,
2019,7,18,9,1.37,63.44,25.26,20.34,4.35,-2.44,3.7,,1.45,,92.97,31.02,2019-07-18 09:00:00,0,1,0,95.88,90.98,,27.27,28.77,
2019,7,18,10,0.91,75.49,26.21,20.5,3.91,-1.94,2.7,,1.45,,92.28,37.35,2019-07-18 10:00:00,0,1,0,92.97,87.68,,31.02,19.07,
2019,7,18,11,0.46,87.54,26.34,20.66,3.47,-1.44,1.71,,1.45,,86.38,29.68,2019-07-18 11:00:00,0,1,0,92.28,92.67,,37.35,17.85,
2019,7,18,12,0.0,99.59,26.22,20.82,3.03,-0.93,0.72,,1.45,,93.85,26.35,2019-07-18 12:00:00,0,1,0,86.38,66.1,,29.68,16.75,
2019,7,18,13,0.36,110.72,25.3,21.0,2.64,-0.78,0.98,,1.45,,86.1,27.77,2019-07-18 13:00:00,0,1,0,93.85,54.5,,26.35,20.93,
2019,7,18,14,0.71,121.86,25.51,21.17,2.25,-0.62,1.25,,1.45,,45.1,51.75,2019-07-18 14:00:00,0,1,0,86.1,40.17,,27.77,25.28,
2019,7,18,15,1.07,132.99,26.35,21.34,1.86,-0.47,1.51,,1.45,,3.75,66.77,2019-07-18 15:00:00,0,1,0,45.1,14.38,,51.75,43.83,
2019,7,18,16,13.41,104.7,26.24,20.77,1.25,-0.97,1.44,,1.45,,2.7,69.68,2019-07-18 16:00:00,0,1,0,3.75,6.87,,66.77,50.5,
2019,7,18,17,25.74,76.41,25.46,20.2,0.64,-1.47,1.37,,1.45,,4.05,72.22,2019-07-18 17:00:00,0,1,0,2.7,7.25,,69.68,49.55,
2019,7,18,18,38.08,48.13,26.35,19.63,0.03,-1.97,1.3,,1.45,,8.8,68.8,2019-07-18 18:00:00,0,1,0,4.05,17.2,,72.22,56.55,
2019,7,18,19,31.15,47.31,26.2,18.85,-0.38,-1.71,1.65,,1.45,,5.23,61.48,2019-07-18 19:00:00,0,1,0,8.8,115.28,,68.8,71.08,
2019,7,18,20,24.21,46.5,25.16,18.08,-0.79,-1.45,2.0,,1.45,,14.5,56.6,2019-07-18 20:00:00,0,1,0,5.23,20.7,,61.48,62.4,
2019,7,18,21,17.28,45.68,25.6,17.3,-1.2,-1.19,2.34,,1.45,,6.97,53.8,2019-07-18 21:00:00,0,1,0,14.5,22.4,,56.6,11.4,
2019,7,18,22,11.7,48.75,25.93,17.48,-0.44,-0.83,1.67,,1.45,,4.45,47.0,2019-07-18 22:00:00,0,1,0,6.97,27.08,,53.8,10.32,
2019,7,18,23,6.12,51.82,25.93,17.65,0.32,-0.48,1.0,,1.45,,2.55,43.35,2019-07-18 23:00:00,0,1,0,4.45,25.15,,47.0,12.07,
2019,7,21,0,30.97,56.22,16.18,14.32,1.51,-0.53,1.79,,1.99,,6.27,30.73,2019-07-21 00:00:00,0,1,0,2.55,24.35,,43.35,16.45,
2019,7,21,1,28.94,60.23,16.98,14.56,1.4,-0.73,1.81,,1.99,,5.88,36.33,2019-07-21 01:00:00,0,1,0,6.27,14.18,,30.73,30.65,
2019,7,21,2,26.91,64.24,17.28,14.79,1.3,-0.93,1.83,,1.99,,7.8,39.98,2019-07-21 02:00:00,0,1,0,5.88,11.62,,36.33,50.75,
2019,7,21,3,24.88,68.25,16.95,15.03,1.19,-1.12,1.85,,1.99,,12.78,25.42,2019-07-21 03:00:00,0,1,0,7.8,6.77,,39.98,57.3,
2019,7,21,4,22.84,68.3,15.93,14.59,1.36,-1.28,1.97,,1.99,,26.23,20.73,2019-07-21 04:00:00,0,1,0,12.78,12.3,,25.42,45.4,
2019,7,21,5,20.8,68.35,14.21,14.15,1.52,-1.44,2.09,,1.99,,38.67,14.93,2019-07-21 05:00:00,0,1,0,26.23,27.55,,20.73,28.25,
2019,7,21,6,18.76,68.4,15.77,13.71,1.68,-1.6,2.21,,1.99,,51.0,12.6,2019-07-21 06:00:00,0,1,0,38.67,43.6,,14.93,20.7,
2019,7,21,7,12.51,85.5,13.86,13.73,0.77,-1.18,1.57,,1.99,,69.95,13.43,2019-07-21 07:00:00,0,1,0,51.0,59.3,,12.6,20.43,
2019,7,21,8,6.25,102.61,15.32,13.74,-0.14,-0.76,0.94,,1.99,,113.7,12.88,2019-07-21 08:00:00,0,1,0,69.95,95.88,,13.43,27.27,
2019,7,21,9,0.0,119.72,15.24,13.75,-1.06,-0.34,0.3,,1.99,,102.55,19.6,2019-07-21 09:00:00,0,1,0,113.7,92.97,,12.88,31.02,
2019,7,21,10,0.0,143.88,13.53,13.96,-1.17,-0.27,0.5,,1.99,,60.43,12.5,2019-07-21 10:00:00,0,1,0,102.55,92.28,,19.6,37.35,
2019,7,21,11,0.0,168.04,12.45,14.18,-1.29,-0.19,0.7,,1.99,,37.1,19.97,2019-07-21 11:00:00,0,1,0,60.43,86.38,,12.5,29.68,
2019,7,21,12,0.0,192.2,12.72,14.39,-1.41,-0.12,0.89,,1.99,,20.35,33.52,2019-07-21 12:00:00,0,1,0,37.1,93.85,,19.97,26.35,
2019,7,21,13,1.37,175.39,13.46,14.04,-1.96,0.43,1.32,,1.99,,14.1,44.33,2019-07-21 13:00:00,0,1,0,20.35,86.1,,33.52,27.77,
2019,7,21,14,2.74,158.58,13.33,13.69,-2.52,0.98,1.74,,1.99,,9.38,60.5,2019-07-21 14:00:00,0,1,0,14.1,45.1,,44.33,51.75,
2019,7,21,15,4.11,141.77,13.85,13.34,-3.07,1.53,2.16,,1.99,,68.3,59.88,2019-07-21 15:00:00,0,1,0,9.38,3.75,,60.5,66.77,
2019,7,21,16,2.8,193.62,11.79,13.84,-2.29,0.6,2.39,,1.99,,56.7,55.43,2019-07-21 16:00:00,0,1,0,68.3,2.7,,59.88,69.68,
2019,7,21,17,1.48,245.47,12.16,14.34,-1.51,-0.32,2.61,,1.99,,37.72,52.73,2019-07-21 17:00:00,0,1,0,56.7,4.05,,55.43,72.22,
2019,7,21,18,0.17,297.32,11.91,14.84,-0.73,-1.24,2.83,,1.99,,50.33,50.42,2019-07-21 18:00:00,0,1,0,37.72,8.8,,52.73,68.8,
2019,7,21,19,0.11,275.56,13.66,14.74,0.02,-1.22,2.43,,1.99,,96.02,42.65,2019-07-21 19:00:00,0,1,0,50.33,5.23,,50.42,61.48,
2019,7,21,20,0.06,253.81,13.84,14.63,0.76,-1.19,2.03,,1.99,,47.2,43.0,2019-07-21 20:00:00,0,1,0,96.02,14.5,,42.65,56.6,
2019,7,21,21,0.0,232.05,13.64,14.53,1.5,-1.16,1.63,,1.99,,62.12,43.4,2019-07-21 21:00:00,0,1,0,47.2,6.97,,43.0,53.8,
2019,7,21,22,0.0,235.85,12.65,14.36,1.88,-1.28,1.56,,1.99,,79.9,35.8,2019-07-21 22:00:00,0,1,0,62.12,4.45,,43.4,47.0,
2019,7,21,23,0.0,239.65,15.49,14.2,2.26,-1.4,1.49,,1.99,,7.37,30.85,2019-07-21 23:00:00,0,1,0,79.9,2.55,,35.8,43.35,
2019,7,24,0,5.55,143.92,13.39,13.54,-0.94,-1.63,0.88,,,,44.0,62.28,2019-07-24 00:00:00,0,0,0,7.37,6.27,,30.85,30.73,
2019,7,24,1,3.74,169.71,14.95,13.02,-1.42,-1.39,1.15,,,,14.55,13.88,2019-07-24 01:00:00,0,0,0,44.0,5.88,,62.28,36.33,
2019,7,24,2,1.93,195.51,14.89,12.5,-1.89,-1.15,1.43,,,,9.25,39.65,2019-07-24 02:00:00,0,0,0,14.55,7.8,,13.88,39.98,
2019,7,24,3,0.12,221.3,15.39,11.98,-2.37,-0.91,1.7,,,,6.7,55.43,2019-07-24 03:00:00,0,0,0,9.25,12.78,,39.65,25.42,
2019,7,24,4,9.89,187.51,13.94,12.35,-2.23,-0.48,1.76,,,,16.75,50.75,2019-07-24 04:00:00,0,0,0,6.7,26.23,,55.43,20.73,
2019,7,24,5,19.66,153.71,8.56,12.73,-2.1,-0.04,1.83,,,,42.23,43.83,2019-07-24 05:00:00,0,0,0,16.75,38.67,,50.75,14.93,
2019,7,24,6,29.43,119.91,11.63,13.11,-1.96,0.4,1.89,,,,71.75,32.2,2019-07-24 06:00:00,0,0,0,42.23,51.0,,43.83,12.6,
2019,7,24,7,26.19,112.22,9.88,13.35,-1.77,-0.01,2.1,,,,63.25,26.67,2019-07-24 07:00:00,0,0,0,71.75,69.95,,32.2,13.43,
2019,7,24,8,22.96,104.53,6.34,13.59,-1.59,-0.41,2.32,,,,64.67,19.6,2019-07-24 08:00:00,0,0,0,63.25,113.7,,26.67,12.88,
2019,7,24,9,19.72,96.85,6.93,13.84,-1.4,-0.81,2.54,,,,70.05,18.5,2019-07-24 09:00:00,0,0,0,64.67,102.55,,19.6,19.6,
2019,7,24,10,13.93,96.16,6.02,13.63,-0.5,-1.15,2.67,,,,78.62,15.12,2019-07-24 10:00:00,0,0,0,70.05,60.43,,18.5,12.5,
2019,7,24,11,8.15,95.48,4.76,13.43,0.4,-1.49,2.8,,,,84.78,13.75,2019-07-24 11:00:00,0,0,0,78.62,37.1,,15.12,19.97,
2019,7,24,12,2.36,94.79,6.34,13.22,1.29,-1.83,2.94,,,,45.63,24.5,2019-07-24 12:00:00,0,0,0,84.78,20.35,,13.75,33.52,
