year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target,datetime,NO2_sat_flag,HCHO_sat_flag,ratio_sat_flag,O3_target_lag1,O3_target_lag24,O3_target_lag168,NO2_target_lag1,NO2_target_lag24,NO2_target_lag168
2019,7,12,9,21.45,34.39,15.76,20.1,-0.58,-0.9,-0.29,0.27,0.01,21.92,28.02,13.65,2019-07-12 09:00:00,1,1,1,28.33,46.42,,9.15,14.7,
2019,7,12,10,15.17,40.4,16.72,19.98,-1.19,-0.85,-0.71,0.27,0.01,21.92,36.67,9.35,2019-07-12 10:00:00,1,1,1,28.02,52.2,,13.65,11.47,
2019,7,12,11,8.89,46.42,19.96,19.85,-1.79,-0.81,-1.14,0.27,0.01,21.92,41.0,10.28,2019-07-12 11:00:00,1,1,1,36.67,55.95,,9.35,7.85,
2019,7,12,12,2.61,52.43,18.3,19.73,-2.39,-0.77,-1.56,0.27,0.01,21.92,41.95,8.55,2019-07-12 12:00:00,1,1,1,41.0,55.12,,10.28,9.15,
2019,7,12,13,6.9,48.13,16.66,19.97,-2.09,-0.46,-0.71,0.27,0.01,21.92,28.45,25.22,2019-07-12 13:00:00,1,1,1,41.95,49.62,,8.55,12.38,
2019,7,12,14,11.18,43.83,16.53,20.21,-1.78,-0.15,0.15,0.27,0.01,21.92,15.05,39.7,2019-07-12 14:00:00,1,1,1,28.45,37.65,,25.22,24.95,
2019,7,12,15,15.47,39.53,18.09,20.45,-1.48,0.16,1.01,0.27,0.01,21.92,10.07,42.23,2019-07-12 15:00:00,1,1,1,15.05,14.1,,39.7,48.55,
2019,7,12,16,14.74,44.72,20.3,20.58,-0.65,0.04,1.0,0.27,0.01,21.92,7.03,42.4,2019-07-12 16:00:00,1,1,1,10.07,8.27,,42.23,50.28,
2019,7,12,17,14.01,49.92,19.34,20.71,0.17,-0.09,0.99,0.27,0.01,21.92,5.83,38.12,2019-07-12 17:00:00,1,1,1,7.03,17.5,,42.4,39.72,
2019,7,12,18,13.28,55.11,20.45,20.85,1.0,-0.22,0.98,0.27,0.01,21.92,5.95,40.05,2019-07-12 18:00:00,1,1,1,5.83,14.5,,38.12,39.38,
2019,7,12,19,9.11,60.92,18.05,21.05,1.19,-0.06,0.63,0.27,0.01,21.92,7.0,29.55,2019-07-12 19:00:00,1,1,1,5.95,9.88,,40.05,37.58,
2019,7,12,20,4.94,66.72,19.22,21.25,1.39,0.09,0.27,0.27,0.01,21.92,10.5,23.47,2019-07-12 20:00:00,1,1,1,7.0,7.6,,29.55,26.4,
2019,7,12,21,0.76,72.52,21.23,21.46,1.58,0.24,-0.09,0.27,0.01,21.92,10.18,16.5,2019-07-12 21:00:00,1,1,1,10.5,2.7,,23.47,31.2,
2019,7,12,22,11.35,61.25,22.3,21.33,1.52,-0.51,-0.22,0.27,0.01,21.92,15.85,10.2,2019-07-12 22:00:00,1,1,1,10.18,3.98,,16.5,31.82,
2019,7,12,23,21.94,49.98,22.57,21.21,1.46,-1.25,-0.35,0.27,0.01,21.92,22.57,4.45,2019-07-12 23:00:00,1,1,1,15.85,8.62,,10.2,15.4,
2019,7,13,0,32.53,38.72,24.7,21.08,1.4,-2.0,-0.48,,2.35,,21.12,7.62,2019-07-13 00:00:00,0,1,0,22.57,10.03,,4.45,11.8,
2019,7,13,1,33.09,40.14,26.83,21.0,1.33,-1.8,0.31,,2.35,,21.23,8.38,2019-07-13 01:00:00,0,1,0,21.12,7.55,,7.62,14.97,
2019,7,13,2,33.65,41.57,23.53,20.91,1.27,-1.59,1.09,,2.35,,16.9,13.03,2019-07-13 02:00:00,0,1,0,21.23,3.3,,8.38,23.23,
2019,7,13,3,34.2,42.99,27.08,20.83,1.21,-1.38,1.87,,2.35,,19.07,11.8,2019-07-13 03:00:00,0,1,0,16.9,4.0,,13.03,20.38,
2019,7,13,4,34.48,43.67,22.83,21.07,1.08,-1.38,1.95,,2.35,,20.27,7.2,2019-07-13 04:00:00,0,1,0,19.07,11.22,,11.8,11.3,
2019,7,13,5,34.75,44.36,22.11,21.31,0.95,-1.38,2.03,,2.35,,24.05,5.65,2019-07-13 05:00:00,0,1,0,20.27,15.45,,7.2,6.78,
2019,7,13,6,35.02,45.04,22.79,21.56,0.82,-1.38,2.11,,2.35,,30.83,4.7,2019-07-13 06:00:00,0,1,0,24.05,19.02,,5.65,6.35,
2019,7,13,7,38.73,44.23,19.42,21.56,0.89,-1.34,1.66,,2.35,,36.4,4.7,2019-07-13 07:00:00,0,1,0,30.83,23.52,,4.7,8.82,
2019,7,13,8,42.44,43.42,20.15,21.57,0.96,-1.31,1.21,,2.35,,38.8,6.68,2019-07-13 08:00:00,0,1,0,36.4,28.33,,4.7,9.15,
2019,7,13,9,46.16,42.62,24.61,21.58,1.03,-1.28,0.76,,2.35,,40.33,8.55,2019-07-13 09:00:00,0,1,0,38.8,28.02,,6.68,13.65,
2019,7,13,10,30.79,55.46,23.28,21.52,0.17,-0.92,0.55,,2.35,,43.53,7.33,2019-07-13 10:00:00,0,1,0,40.33,36.67,,8.55,9.35,
2019,7,13,11,15.42,68.3,24.14,21.45,-0.69,-0.56,0.33,,2.35,,41.08,12.5,2019-07-13 11:00:00,0,1,0,43.53,41.0,,7.33,10.28,
2019,7,13,12,0.05,81.14,23.01,21.39,-1.55,-0.2,0.12,,2.35,,38.03,13.15,2019-07-13 12:00:00,0,1,0,41.08,41.95,,12.5,8.55,
2019,7,13,13,0.11,84.39,20.7,21.44,-1.43,-0.28,-0.25,,2.35,,29.6,21.1,2019-07-13 13:00:00,0,1,0,38.03,28.45,,13.15,25.22,
2019,7,13,14,0.18,87.63,21.0,21.49,-1.31,-0.36,-0.61,,2.35,,13.2,34.27,2019-07-13 14:00:00,0,1,0,29.6,15.05,,21.1,39.7,
2019,7,13,15,0.25,90.87,22.37,21.55,-1.19,-0.44,-0.98,,2.35,,10.43,39.7,2019-07-13 15:00:00,0,1,0,13.2,10.07,,34.27,42.23,
2019,7,13,16,0.97,79.5,23.19,20.53,-0.72,-0.97,-1.43,,2.35,,18.52,30.67,2019-07-13 16:00:00,0,1,0,10.43,7.03,,39.7,42.4,
2019,7,13,17,1.69,68.13,22.75,19.52,-0.26,-1.5,-1.89,,2.35,,31.73,30.07,2019-07-13 17:00:00,0,1,0,18.52,5.83,,30.67,38.12,
2019,7,13,18,2.41,56.76,24.34,18.51,0.2,-2.03,-2.34,,2.35,,42.88,37.65,2019-07-13 18:00:00,0,1,0,31.73,5.95,,30.07,40.05,
2019,7,13,19,18.76,46.23,26.0,18.94,0.43,-1.25,-1.65,,2.35,,16.68,39.58,2019-07-13 19:00:00,0,1,0,42.88,7.0,,37.65,29.55,
2019,7,13,20,35.1,35.7,22.36,19.36,0.65,-0.47,-0.96,,2.35,,11.5,42.62,2019-07-13 20:00:00,0,1,0,16.68,10.5,,39.58,23.47,
2019,7,13,21,51.44,25.17,23.49,19.79,0.88,0.3,-0.27,,2.35,,14.45,30.9,2019-07-13 21:00:00,0,1,0,11.5,10.18,,42.62,16.5,
2019,7,13,22,36.35,30.91,22.32,19.74,1.02,0.46,-0.03,,2.35,,7.65,36.38,2019-07-13 22:00:00,0,1,0,14.45,15.85,,30.9,10.2,
2019,7,13,23,21.25,36.65,22.93,19.7,1.15,0.61,0.21,,2.35,,16.1,11.02,2019-07-13 23:00:00,0,1,0,7.65,22.57,,36.38,4.45,
2019,7,14,0,6.16,42.4,23.19,19.66,1.29,0.76,0.45,,,,14.65,7.8,2019-07-14 00:00:00,0,0,0,16.1,21.12,,11.02,7.62,
2019,7,14,1,12.3,35.76,24.45,19.27,0.69,0.04,0.94,,,,15.67,8.05,2019-07-14 01:00:00,0,0,0,14.65,21.23,,7.8,8.38,
2019,7,14,2,18.44,29.12,25.82,18.89,0.09,-0.68,1.44,,,,16.25,7.33,2019-07-14 02:00:00,0,0,0,15.67,16.9,,8.05,13.03,
2019,7,14,3,24.57,22.48,24.31,18.5,-0.51,-1.4,1.93,,,,18.92,6.75,2019-07-14 03:00:00,0,0,0,16.25,19.07,,7.33,11.8,
2019,7,14,4,26.26,21.86,24.52,18.83,-0.09,-0.38,1.94,,,,24.53,7.32,2019-07-14 04:00:00,0,0,0,18.92,20.27,,6.75,7.2,
2019,7,14,5,27.95,21.23,26.25,19.15,0.34,0.64,1.95,,,,28.5,5.53,2019-07-14 05:00:00,0,0,0,24.53,24.05,,7.32,5.65,
2019,7,14,6,29.63,20.61,24.87,19.47,0.77,1.66,1.96,,,,35.5,4.03,2019-07-14 06:00:00,0,0,0,28.5,30.83,,5.53,4.7,
2019,7,14,7,19.93,36.79,25.5,20.12,0.31,1.51,1.92,,,,38.75,4.78,2019-07-14 07:00:00,0,0,0,35.5,36.4,,4.03,4.7,
2019,7,14,8,10.23,52.97,25.74,20.77,-0.15,1.35,1.87,,,,42.32,4.38,2019-07-14 08:00:00,0,0,0,38.75,38.8,,4.78,6.68,
2019,7,14,9,0.53,69.15,24.39,21.42,-0.61,1.2,1.83,,,,44.35,6.22,2019-07-14 09:00:00,0,0,0,42.32,40.33,,4.38,8.55,
2019,7,14,10,5.15,74.04,24.26,21.04,-0.58,1.29,1.44,,,,46.08,4.7,2019-07-14 10:00:00,0,0,0,44.35,43.53,,6.22,7.33,
2019,7,14,11,9.78,78.92,23.14,20.65,-0.54,1.38,1.05,,,,47.48,6.55,2019-07-14 11:00:00,0,0,0,46.08,41.08,,4.7,12.5,
2019,7,14,12,14.4,83.81,23.45,20.27,-0.51,1.46,0.66,,,,43.55,10.55,2019-07-14 12:00:00,0,0,0,47.48,38.03,,6.55,13.15,
2019,7,14,13,17.54,69.95,24.72,20.05,-0.66,1.62,-0.32,,,,36.15,13.15,2019-07-14 13:00:00,0,0,0,43.55,29.6,,10.55,21.1,
2019,7,14,14,20.69,56.1,25.99,19.84,-0.81,1.77,-1.3,,,,48.85,28.58,2019-07-14 14:00:00,0,0,0,36.15,13.2,,13.15,34.27,
2019,7,14,15,23.83,42.24,27.96,19.63,-0.95,1.93,-2.28,,,,33.6,29.57,2019-07-14 15:00:00,0,0,0,48.85,10.43,,28.58,39.7,
2019,7,14,16,22.87,38.32,27.93,19.58,-1.45,1.01,-1.67,,,,17.45,36.25,2019-07-14 16:00:00,0,0,0,33.6,18.52,,29.57,30.67,
2019,7,14,17,21.91,34.4,28.38,19.53,-1.95,0.1,-1.06,,,,24.67,27.68,2019-07-14 17:00:00,0,0,0,17.45,31.73,,36.25,30.07,
2019,7,14,18,20.96,30.48,29.74,19.48,-2.45,-0.81,-0.44,,,,37.8,25.93,2019-07-14 18:00:00,0,0,0,24.67,42.88,,27.68,37.65,
2019,7,14,19,24.98,25.72,28.08,19.56,-1.23,-0.96,0.46,,,,35.4,19.05,2019-07-14 19:00:00,0,0,0,37.8,16.68,,25.93,39.58,
2019,7,14,20,29.01,20.96,27.99,19.64,-0.0,-1.11,1.37,,,,31.2,16.45,2019-07-14 20:00:00,0,0,0,35.4,11.5,,19.05,42.62,
2019,7,14,21,33.04,16.2,28.47,19.72,1.22,-1.26,2.27,,,,36.3,11.1,2019-07-14 21:00:00,0,0,0,31.2,14.45,,16.45,30.9,
2019,7,14,22,22.43,29.72,25.32,18.65,1.05,-1.35,1.83,,,,46.38,13.83,2019-07-14 22:00:00,0,0,0,36.3,7.65,,11.1,36.38,
2019,7,14,23,11.82,43.25,24.53,17.58,0.88,-1.44,1.4,,,,29.42,12.82,2019-07-14 23:00:00,0,0,0,46.38,16.1,,13.83,11.02,
2019,7,15,0,1.21,56.77,22.82,16.5,0.7,-1.54,0.96,,,,25.8,16.18,2019-07-15 00:00:00,0,0,0,29.42,14.65,,12.82,7.8,
2019,7,15,1,6.22,46.87,23.64,17.81,1.08,-1.19,1.26,,,,21.43,18.32,2019-07-15 01:00:00,0,0,0,25.8,15.67,,16.18,8.05,
2019,7,15,2,11.22,36.98,23.83,19.11,1.46,-0.83,1.56,,,,19.52,24.52,2019-07-15 02:00:00,0,0,0,21.43,16.25,,18.32,7.33,
2019,7,15,3,16.23,27.08,25.58,20.41,1.84,-0.48,1.86,,,,19.47,29.92,2019-07-15 03:00:00,0,0,0,19.52,18.92,,24.52,6.75,
2019,7,15,4,17.49,31.69,25.11,19.95,1.79,-0.8,1.66,,,,24.48,26.12,2019-07-15 04:00:00,0,0,0,19.47,24.53,,29.92,7.32,
2019,7,15,5,18.76,36.3,24.57,19.5,1.74,-1.12,1.46,,,,31.75,21.67,2019-07-15 05:00:00,0,0,0,24.48,28.5,,26.12,5.53,
2019,7,15,6,20.02,40.92,26.6,19.04,1.69,-1.45,1.26,,,,38.42,18.72,2019-07-15 06:00:00,0,0,0,31.75,35.5,,21.67,4.03,
2019,7,15,7,14.42,41.74,26.82,19.15,0.76,-1.23,0.86,,,,46.15,16.93,2019-07-15 07:00:00,0,0,0,38.42,38.75,,18.72,4.78,
2019,7,15,8,8.82,42.56,27.49,19.26,-0.17,-1.02,0.46,,,,22.3,13.08,2019-07-15 08:00:00,0,0,0,46.15,42.32,,16.93,4.38,
2019,7,15,9,3.21,43.38,28.6,19.37,-1.11,-0.81,0.06,,,,29.52,32.85,2019-07-15 09:00:00,0,0,0,22.3,44.35,,13.08,6.22,
2019,7,15,10,6.66,50.16,28.37,19.65,-1.19,-0.31,0.38,,,,25.75,15.22,2019-07-15 10:00:00,0,0,0,29.52,46.08,,32.85,4.7,
2019,7,15,11,10.11,56.94,29.66,19.93,-1.28,0.18,0.69,,,,38.38,20.27,2019-07-15 11:00:00,0,0,0,25.75,47.48,,15.22,6.55,
2019,7,15,12,13.55,63.72,30.48,20.21,-1.37,0.68,1.01,,,,26.25,27.02,2019-07-15 12:00:00,0,0,0,38.38,43.55,,20.27,10.55,
2019,7,15,13,9.12,64.33,29.94,20.2,-1.24,0.92,1.26,,,,14.62,48.27,2019-07-15 13:00:00,0,0,0,26.25,36.15,,27.02,13.15,
2019,7,15,14,4.68,64.94,29.17,20.18,-1.11,1.17,1.52,,,,4.28,60.98,2019-07-15 14:00:00,0,0,0,14.62,48.85,,48.27,28.58,
2019,7,15,15,0.24,65.56,28.51,20.17,-0.98,1.41,1.77,,,,4.5,61.02,2019-07-15 15:00:00,0,0,0,4.28,33.6,,60.98,29.57,
2019,7,15,16,9.72,60.42,29.18,20.35,-0.22,0.51,1.4,,,,8.75,42.12,2019-07-15 16:00:00,0,0,0,4.5,17.45,,61.02,36.25,
2019,7,15,17,19.2,55.28,28.65,20.52,0.54,-0.39,1.03,,,,12.88,50.15,2019-07-15 17:00:00,0,0,0,8.75,24.67,,42.12,27.68,
2019,7,15,18,28.69,50.14,29.52,20.7,1.3,-1.29,0.67,,,,11.93,50.45,2019-07-15 18:00:00,0,0,0,12.88,37.8,,50.15,25.93,
2019,7,15,19,19.8,58.35,30.55,20.57,1.41,-0.81,-0.02,,,,5.22,50.48,2019-07-15 19:00:00,0,0,0,11.93,35.4,,50.45,19.05,
2019,7,15,20,10.91,66.55,29.36,20.43,1.51,-0.32,-0.7,,,,14.9,33.15,2019-07-15 20:00:00,0,0,0,5.22,31.2,,50.48,16.45,
2019,7,15,21,2.02,74.76,28.95,20.3,1.62,0.16,-1.38,,,,20.52,47.4,2019-07-15 21:00:00,0,0,0,14.9,36.3,,33.15,11.1,
2019,7,15,22,1.35,79.31,28.68,20.58,1.49,-0.09,-0.45,,,,19.25,23.3,2019-07-15 22:00:00,0,0,0,20.52,46.38,,47.4,13.83,
2019,7,15,23,0.67,83.87,27.61,20.86,1.36,-0.33,0.49,,,,20.57,18.68,2019-07-15 23:00:00,0,0,0,19.25,29.42,,23.3,12.82,
2019,7,16,0,0.0,88.42,27.59,21.15,1.23,-0.58,1.43,,1.93,,33.92,13.68,2019-07-16 00:00:00,0,1,0,20.57,25.8,,18.68,16.18,
2019,7,16,1,0.02,90.44,28.67,21.15,1.18,-0.47,1.28,,1.93,,18.8,20.52,2019-07-16 01:00:00,0,1,0,33.92,21.43,,13.68,18.32,
2019,7,16,2,0.03,92.46,30.31,21.16,1.13,-0.37,1.12,,1.93,,17.6,25.75,2019-07-16 02:00:00,0,1,0,18.8,19.52,,20.52,24.52,
2019,7,16,3,0.05,94.49,31.73,21.16,1.09,-0.26,0.97,,1.93,,22.45,24.95,2019-07-16 03:00:00,0,1,0,17.6,19.47,,25.75,29.92,
2019,7,16,4,3.0,82.93,31.73,21.19,1.07,0.08,1.25,,1.93,,33.4,23.1,2019-07-16 04:00:00,0,1,0,22.45,24.48,,24.95,26.12,
2019,7,16,5,5.95,71.37,27.66,21.21,1.06,0.43,1.53,,1.93,,38.12,28.78,2019-07-16 05:00:00,0,1,0,33.4,31.75,,23.1,21.67,
