datetime,NO2_target,O3_target,Year,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,sin_hour,cos_hour,day_of_week,is_weekend,day_of_year,SZA_deg,cosSZA,solar_elevation,cams_hourly_aluvd,cams_hourly_aluvp,photochem_index,wind_speed,wind_dir_deg,wind_sector,era5_t2m,era5_d2m,era5_tcc,era5_u10,era5_v10,era5_blh,RH,NO2_satellite_daily,HCHO_satellite_daily,ratio_satellite_daily,NO2_satellite_delta,ratio_ground,cams_hourly_co,cams_hourly_hcho,cams_hourly_no2,cams_hourly_no,cams_hourly_go3,cams_hourly_so2,cams_hourly_tcco,cams_hourly_tchcho,cams_hourly_tcno2,cams_hourly_tc_no,cams_hourly_gtco3,cams_hourly_tcso2,cams_hourly_bcaod550,cams_hourly_pm1,cams_hourly_pm2p5,cams_hourly_pm10,cams_hourly_sp,cams_hourly_aod550,cams_hourly_no2_delta,cams_hourly_go3_delta,NO2_target_lag1,NO2_target_lag24,O3_target_lag1,sunset_flag,NO2_satellite_daily_filled_broadcast,HCHO_satellite_daily_filled_broadcast,ratio_satellite_daily_filled_broadcast
2019-07-20,28.2,3.88,2019.0,0.26,45.9,22.2,15.76,1.13,-1.71,2.68,0.0,1.0,5.0,1.0,201.0,130.64297393886034,-0.6513435155295351,-40.64297393886032,0.11640519,0.10717112,-0.0758197656804834,2.049634113689563,326.54252570043684,7.0,302.6682,300.1333,0.6223771,-2.2788658,0.8736704,157.75517,86.28286744775593,0.475,1.9933333333333332,0.275,0.0,8.332481693867338,1.2044998e-06,5.831106e-09,4.8587584e-08,4.4658094e-08,1.0093034e-09,4.1449393e-08,0.0009418903,6.160406e-06,1.211146e-05,1.9238441e-06,0.0062360205,9.822668e-06,0.021475777,1.6534307e-07,2.5001634e-07,3.3131852e-07,97511.06,1.3725996,-8.540114666666684e-09,-8.665803666666664e-10,12.28,8.45,3.47,1.0,0.475,1.9933333333333327,0.275
2019-07-21,27.43,13.93,2019.0,40.47,38.68,16.95,14.28,1.13,-0.36,2.82,0.0,1.0,6.0,1.0,202.0,130.8376638894535,-0.6539180801979907,-40.8376638894535,0.11594939,0.10669696,-0.0758214025089281,1.1859595271340415,287.671050361992,6.0,301.375,299.2478,0.99400294,-1.8491383,0.0028432831,92.703705,88.26652618943483,0.4675,2.03,0.2975,0.0,7.582470661674913,7.9631985e-07,5.608449e-09,4.25259e-08,4.020953e-09,6.1740573e-09,3.8607745e-08,0.00096550863,6.0277107e-06,8.526183e-06,2.0715345e-07,0.0061671473,1.0141516e-05,0.021820497,1.3479627e-07,2.0722388e-07,2.6913182e-07,97549.625,1.2574368,-7.351399999999999e-09,-9.629405666666671e-10,29.67,33.1,6.38,1.0,0.4675,2.03,0.2975
2019-07-22,13.5,1.65,2019.0,0.0,137.53,16.13,13.55,2.39,-1.74,2.11,0.0,1.0,0.0,0.0,203.0,131.0384085185101,-0.6565648049668126,-41.03840851851009,0.11549294,0.10622281,-0.0758285996261437,2.9562983611266302,306.0558716565725,7.0,302.48267,299.7578,0.19822252,-2.244873,0.62436783,166.64189,85.30603235696755,0.46,1.43,0.32,0.0,8.260724416901702,9.874368e-07,5.3974776e-09,4.4587075e-08,1.6926093e-08,3.3818586e-09,4.505938e-08,0.001028568,5.337757e-06,9.324514e-06,7.4207117e-07,0.006021321,1.0701734e-05,0.02514311,1.3689709e-07,1.8679248e-07,2.4747567e-07,97429.0,1.1573238,-5.532488333333342e-09,-4.584805466666666e-09,7.9,22.1,6.93,1.0,0.46,1.43,0.32
2019-07-23,26.675,19.224999999999998,2019.0,0.455,113.33500000000001,14.704999999999998,13.415,0.5900000000000001,-1.525,1.755,0.0,1.0,1.0,0.0,204.0,131.24811530707714,-0.6593166674776711,-41.24811530707714,0.115036815,0.10575104,-0.07584443430975754,2.369804943736525,174.39171096189477,4.0,303.3324,300.64184,0.525648325,-0.4580354500000001,0.3537751125,140.4115,85.56125141908305,0.448,1.282,0.372,0.0,5.450950043838812,1.40917965e-06,5.2360988e-09,2.8995151e-08,6.79548815e-08,1.7185813049999998e-09,4.8712417e-08,0.00100317095,5.746965e-06,8.111490200000001e-06,2.589293085e-06,0.0060148185,1.0159439e-05,0.02868975,1.78301865e-07,2.2648084e-07,3.07786965e-07,97220.905,1.186583,-1.972117133333334e-08,-3.0141845616666664e-09,17.85,22.165,5.79,1.0,0.448,1.282,0.372
2019-07-24,39.85,36.8,2019.0,0.91,89.14,13.28,13.28,-1.21,-1.31,1.4,0.0,1.0,2.0,0.0,205.0,131.4578220956442,-0.6620685299885298,-41.4578220956442,0.11458069,0.10527927,-0.0758602689933714,1.7833115263464203,42.727550267217055,1.0,304.18213,301.52588,0.85307413,1.3288021,0.083182395,114.18111,85.81647048119856,0.436,1.134,0.424,0.0,2.6411756707759246,1.8309225e-06,5.07472e-09,1.3403227e-08,1.1898367e-07,5.530401e-11,5.2365454e-08,0.0009777739,6.156173e-06,6.8984664e-06,4.436515e-06,0.006008316,9.617144e-06,0.03223639,2.1970664e-07,2.661692e-07,3.6809826e-07,97012.81,1.2158422,-3.3909854333333336e-08,-1.4435636566666663e-09,27.8,22.23,4.65,1.0,0.436,1.134,0.424
2019-07-25,29.815,52.46,2019.0,13.345,67.36,11.989999999999998,12.2,0.11999999999999988,-1.57,1.16,0.0,1.0,3.0,0.0,206.0,131.67926983877788,-0.664955203644656,-41.67926983877788,0.114123195,0.104806155,-0.07588549173303945,2.059067430067113,182.16800730276697,4.0,302.17468499999995,300.31530999999995,0.926181465,-0.41507245000000004,0.21609115750000002,174.961765,89.87174078672305,0.42400000000000004,0.986,0.476,0.0,7.481015247445967,1.2859560000000001e-06,4.7416964999999996e-09,3.38609235e-08,6.663616e-08,6.344684549999999e-10,4.2270080499999995e-08,0.0011191908,6.3007682e-06,1.1946664200000002e-05,2.45141741e-06,0.0060743112999999994,8.681776e-06,0.026049799999999998,1.55232105e-07,1.9456002e-07,2.6873599e-07,97075.0925,1.10320335,-8.769940166666662e-09,-7.2037375449999995e-09,30.335,24.165,3.4250000000000003,1.0,0.42400000000000004,0.986,0.476
2019-07-26,19.78,68.12,2019.0,25.78,45.58,10.7,11.12,1.45,-1.83,0.92,0.0,1.0,4.0,0.0,207.0,131.90071758191155,-0.667841877300782,-41.90071758191156,0.1136657,0.10433304,-0.0759107144727075,2.334823333787805,321.6084643383169,7.0,300.16724,299.10474,0.9992888,-2.158947,0.34899992,235.74242,93.92701109224755,0.41200000000000003,0.838,0.528,0.0,12.32085482411601,7.409895e-07,4.408673e-09,5.431862e-08,1.428865e-08,1.2136329e-09,3.2174707e-08,0.0012606077,6.4453634e-06,1.6994862e-05,4.6631982e-07,0.0061403066,7.746408e-06,0.01986321,9.075757e-08,1.2295084e-07,1.6937372e-07,97137.375,0.9905645,1.6369974000000005e-08,-1.2963911433333332e-08,32.87,26.1,2.2,1.0,0.4120000000000001,0.838,0.528
2019-07-27,7.65,8.27,2019.0,9.65,60.64,16.73,8.84,2.1,-1.01,1.48,0.0,1.0,5.0,1.0,208.0,132.13080807410773,-0.6708254841594673,-42.130808074107726,0.11320919,0.10385889,-0.0759436096930511,2.330257496501192,295.68533866868694,7.0,299.80615,298.72363,0.92797875,-3.0325298,0.4930064,416.40552,93.79966990862314,0.4,0.69,0.58,0.0,8.002854009259043,3.25544e-07,2.956893e-09,2.3663583e-08,5.5829447e-12,4.189338e-08,1.5399914e-08,0.0012961533,6.075159e-06,1.6192309e-05,2.5587508e-07,0.0060852803,7.323375e-06,0.014819428,3.378377e-08,4.065335e-08,5.7087696e-08,96947.25,0.47605896,-1.938935666666665e-09,5.796976666666666e-10,60.32,62.73,4.92,1.0,0.4000000000000001,0.69,0.58
2019-07-28,13.58,4.22,2019.0,0.62,61.32,16.75,7.79,1.43,-1.38,2.06,0.0,1.0,6.0,1.0,209.0,132.36657005823707,-0.6738714117943224,-42.366570058237066,0.112752736,0.10338956,-0.0759808453919925,1.9872845795205072,313.98060971854494,7.0,300.31396,299.083,0.7990215,-4.094778,0.62058187,532.1819,93.00172232948556,0.40055555555555555,1.06,0.5611111111111111,0.0,8.888602382801439,3.9367342e-07,3.3576948e-09,2.9845214e-08,1.0955081e-10,2.8566353e-08,2.2613587e-08,0.001054707,5.451393e-06,1.2166399e-05,4.7705193e-08,0.006036166,7.711809e-06,0.013571192,5.00732e-08,6.089232e-08,8.549051e-08,97271.81,0.5712084,-1.0188260000000015e-09,-3.26967333333332e-10,15.43,2.9,5.38,1.0,0.3643023015873014,1.06,1.5061510714285715
2019-07-29,12.23,4.38,2019.0,0.72,96.63,24.29,7.24,1.96,-1.41,-1.01,0.0,1.0,0.0,0.0,210.0,132.6079336729355,-0.6769778896106671,-42.607933672935495,0.11229414,0.102915406,-0.0760206499128448,2.414477169078225,305.73077790659886,7.0,302.05542,299.33057,0.2897871,-4.060376,0.5319508,710.7727,85.26329522916973,0.40111111111111114,1.43,0.5422222222222222,0.0,6.694430546642708,3.327848e-07,3.5515209e-09,2.377541e-08,2.3391486e-10,3.5163957e-08,2.1212482e-08,0.0009161227,5.0884328e-06,9.947035e-06,1.7300547e-08,0.0059606135,7.7117265e-06,0.017967302,5.8272814e-08,7.227703e-08,1.02200886e-07,97457.5,0.73156357,-2.785319333333333e-09,5.547633333333336e-10,16.38,9.57,3.05,1.0,0.3600822835497832,1.43,0.5920172222222224
2019-07-30,15.5,4.1,2019.0,7.22,55.31,21.63,5.98,2.45,-1.02,1.69,0.0,1.0,1.0,0.0,211.0,132.85482739695493,-0.6801431128271299,-42.85482739695493,0.111837685,0.10244125,-0.07606563120728,2.653846265328872,292.6032574761829,7.0,301.7893,299.2832,0.9617033,-2.4115276,0.13509178,231.81477,86.34693223067697,0.40166666666666667,1.464,0.5233333333333333,0.0,8.348594209683759,6.2186473e-07,4.7840634e-09,3.9940204e-08,7.1323862e-09,3.1805385e-09,3.462041e-08,0.00096673775,5.179616e-06,9.572441e-06,4.785097e-07,0.005890973,7.4195204e-06,0.017017744,9.824629e-08,1.1831531e-07,1.6599e-07,97414.5,0.51670897,-3.858987333333333e-09,-1.5645018333333334e-09,12.12,20.3,16.38,1.0,0.3751751984126981,1.464,0.4700398280423277
2019-07-31,12.1,32.15,2019.0,7.18,70.03,25.25,5.84,-0.53,1.65,1.36,0.0,1.0,2.0,0.0,212.0,133.10717807035655,-0.6833652437506441,-43.10717807035655,0.11138189,0.10196912,-0.0761145124092574,1.7330320250935929,162.19235216430366,4.0,301.39575,299.32983,0.9992384,-3.366312,0.6143654,491.09644,88.58855101019284,0.40222222222222226,1.498,0.5044444444444445,0.0,8.864716689767471,4.3736802e-07,4.3101673e-09,3.8208412e-08,6.077418e-10,1.5037582e-08,2.5215673e-08,0.0011207089,5.8269734e-06,1.323073e-05,4.1055827e-08,0.005946271,8.162335e-06,0.015960783,5.1249348e-08,6.191857e-08,8.7119076e-08,97410.81,0.46019638,-5.076096000000003e-09,3.469277666666664e-09,28.43,11.15,1.5,1.0,0.3952097354497351,1.498,0.4274166269841269
2019-08-01,19.73,3.92,2019.0,0.45,87.61,26.33,5.86,-2.15,1.54,1.36,0.0,1.0,3.0,0.0,213.0,133.36491091618967,-0.6866424130913371,-43.364910916189686,0.110925436,0.10149497,-0.0761661090482486,2.644636080824732,125.613232622263,3.0,302.18042,300.11255,0.9748614,-1.6553354,0.996856,187.65398,88.64047833612373,0.4027777777777778,1.532,0.4855555555555555,0.0,10.612871831335047,9.171471e-07,5.4081846e-09,5.739637e-08,1.7516234e-08,2.172104e-09,4.0960913e-08,0.0011673693,6.0076154e-06,1.0972776e-05,1.4849829e-06,0.0060159042,8.015833e-06,0.028120399,1.2734648e-07,1.5004684e-07,2.1155637e-07,97302.125,0.9425156,-1.2081533333333447e-09,-7.333923333333331e-10,11.57,27.02,10.38,1.0,0.4930898280423283,1.5320000000000005,0.5425703799903795
2019-08-02,18.615000000000002,10.149999999999999,2019.0,0.225,100.34,25.82,6.725,-0.8650000000000002,1.655,0.885,0.0,1.0,4.0,0.5,214.0,133.63056349094927,-0.6899983265688829,-43.6305634909493,0.110467911,0.10102322799999999,-0.0762211383152464,2.231892116560098,159.48097986777518,3.5,301.61584500000004,299.767335,0.911870815,-1.77768515,0.6093206849999999,171.209275,89.75982201852432,0.4033333333333333,1.566,0.4666666666666667,0.0,10.471486040775746,9.5817105e-07,5.3623908e-09,5.6158675e-08,2.0337814e-08,1.773028e-09,4.16614715e-08,0.00123129585,6.1340147000000004e-06,1.25193705e-05,1.20581397e-06,0.0060330331,8.4557435e-06,0.029580351,1.30607645e-07,1.54013605e-07,2.1686077e-07,97246.0,1.07857145,-1.3291505000000008e-08,-6.475548433333332e-10,8.175,15.985,7.59,1.0,0.46062152116402133,1.5660000000000003,0.5359103553391051
2019-08-03,17.5,16.38,2019.0,0.0,113.07,25.31,7.59,0.42,1.77,0.41,0.0,1.0,5.0,1.0,215.0,133.8962160657089,-0.6933542400464288,-43.896216065708906,0.110010386,0.100551486,-0.0762761675822442,1.819148152295464,193.34872711328737,4.0,301.05127,299.42212,0.84888023,-1.9000349,0.22178537,154.76457,90.87916570092491,0.3771,1.6,0.2970111111111111,0.0,10.330100250216445,9.99195e-07,5.316597e-09,5.492098e-08,2.3159394e-08,1.373952e-09,4.236203e-08,0.0012952224,6.260414e-06,1.4065965e-05,9.2664504e-07,0.006050162,8.895654e-06,0.031040303,1.3386881e-07,1.5798037e-07,2.2216517e-07,97189.875,1.2146273,-2.5374856666666672e-08,-5.617173533333333e-10,4.78,4.95,4.8,1.0,0.4281532142857144,1.6000000000000003,0.5292503306878307
2019-08-04,12.35,10.43,2019.0,6.31,77.27,24.3,6.93,2.08,-2.29,1.5,0.0,1.0,6.0,1.0,216.0,134.16963093221273,-0.6967850134818421,-44.16963093221271,0.10955387,0.10007733,-0.0763354947849379,3.093622472119053,317.7512276174771,7.0,301.37646,299.82227,1.0,-2.061593,-0.70200706,143.26889,91.30229151330803,0.3176571428571428,2.07,0.28114999999999996,0.0,7.968489433557393,1.1662098e-06,5.363915e-09,4.27423e-08,3.6683687e-08,3.4005115e-10,4.4797776e-08,0.0013090833,6.4455153e-06,1.1521724e-05,1.981105e-06,0.005952291,9.924927e-06,0.03104639,1.4743455e-07,1.7226125e-07,2.433955e-07,97170.25,1.2929001,-6.07004333333333e-09,-1.1259573e-10,14.38,10.95,3.48,1.0,0.5038766269841269,2.0700000000000003,0.8603410846560848
2019-08-05,19.02,13.38,2019.0,6.83,77.81,22.49,6.16,-1.0,-1.85,1.2,0.0,1.0,0.0,0.0,217.0,134.44811314343545,-0.7002630598784839,-44.44811314343545,0.109095335,0.099603176,-0.0763954331055682,2.102974084481309,28.393019421382974,1.0,301.7539,300.0503,0.9575841,-1.67873,1.4728336,176.21086,90.52725779817908,0.38843333333333335,2.54,0.36336666666666667,0.0,15.23191339331281,1.1268856e-06,5.5997154e-09,8.529438e-08,2.030755e-08,8.1455176e-10,3.9884583e-08,0.0013388062,6.4578107e-06,1.5523212e-05,9.127049e-07,0.0059920847,8.524015e-06,0.034349095,1.3808773e-07,1.6156213e-07,2.2812952e-07,97009.625,1.3720398,4.920846666666657e-09,-1.7476331333333328e-10,9.25,26.1,27.83,1.0,0.5403538756613758,2.54,0.4226257671957673
2019-08-06,17.8,2.48,2019.0,5.54,107.18,14.9,6.47,-2.13,-0.61,4.2,0.0,1.0,1.0,0.0,218.0,134.73158017908776,-0.7037863730519065,-44.73158017908777,0.10863888,0.09913111,-0.0764585633276213,2.2156263222845136,74.01908285160505,2.0,301.10107,299.94482,0.9902963,-1.5102262,0.2847696,142.57057,93.4509175343394,0.318,3.01,0.30239999999999995,0.0,12.857787855100586,8.2959093e-07,4.391819e-09,5.6469077e-08,2.0181052e-09,1.1272772e-08,3.3117345e-08,0.001414984,6.8264935e-06,1.5286307e-05,5.5052806e-07,0.006103713,1.1722515e-05,0.038702082,1.1942905e-07,1.4011482e-07,1.9753969e-07,96845.44,2.0150003,-4.215136000000018e-09,2.437694466666666e-09,26.05,27.62,2.7,1.0,0.4581402777777775,3.01,0.6553734656084658
2019-08-07,19.05,2.62,2019.0,0.01,131.41,12.16,6.39,-0.44,-1.85,2.2,0.0,1.0,2.0,0.0,219.0,135.01994804176925,-0.7073529239213365,-45.01994804176926,0.108180344,0.09865695,-0.076521682639216,1.9016045856065875,13.378540195071537,0.0,300.4453,299.2246,0.96787304,-0.7072909,0.12123203,32.324066,93.0647535129247,0.32189999999999996,1.21,0.29669999999999996,0.0,13.579502457750236,1.0370637e-06,5.700742e-09,7.741324e-08,2.1682727e-08,1.1485847e-09,4.1939632e-08,0.0013096146,5.6364643e-06,1.6029167e-05,1.1486018e-06,0.0061234385,7.715911e-06,0.016794447,1.16422314e-07,1.3593495e-07,1.9204077e-07,96927.81,0.6071073,5.819693333333332e-09,-1.8033073333333302e-10,13.15,18.85,13.4,1.0,0.4202567460317462,1.21,0.4249911640211639
2019-08-08,16.240000000000002,3.8633333333333333,2019.0,10.896666666666667,102.53999999999999,11.276666666666667,7.713333333333333,0.44,-1.84,2.35,0.0,1.0,3.0,0.3333333333333333,220.0,135.3178303568525,-0.7109990832293397,-45.317830356852525,0.107725024,0.09818438533333333,-0.07658907296634633,2.2194833222209445,112.11903565560601,2.3333333333333335,300.64371,299.1232,0.9253539933333333,-2.4991336,0.33022551999999994,315.7629106666667,91.46856796088665,0.4066666666666667,1.214,0.35333333333333333,0.0,10.873905968969776,7.899462566666667e-07,4.893038733333333e-09,5.757708133333334e-08,1.4467135609333334e-08,1.54141298e-08,3.3291981333333334e-08,0.0012205460333333334,5.7659572e-06,1.4174135333333333e-05,7.791520080000001e-07,0.006014596666666667,7.983878666666666e-06,0.01575058333333333,8.8287164e-08,1.03927256e-07,1.4686433833333334e-07,96990.915,0.56698572,-1.9600521111111126e-09,1.4430458485333336e-08,15.343333333333334,17.616666666666667,14.523333333333333,1.0,0.40276686507936504,1.214,0.6931487522045856
